timestamps,TP9,AF7,AF8,TP10,Right AUX
1735828359.217,-1.465,37.598,36.621,15.137,2.441
1735828359.221,15.625,34.180,36.133,54.688,134.766
1735828359.225,13.184,35.156,42.969,26.367,40.527
1735828359.229,2.930,41.504,49.316,-18.555,-103.027
1735828359.233,4.883,43.457,51.758,5.859,-47.363
1735828359.237,11.230,33.203,41.016,45.898,132.812
1735828359.241,13.672,35.156,45.898,33.691,105.957
1735828359.245,3.906,42.969,55.176,-3.906,-65.918
1735828359.249,-0.488,41.992,50.781,0.488,-70.312
1735828359.252,15.137,37.109,43.945,51.270,100.586
1735828359.256,20.020,36.621,42.969,60.059,150.879
1735828359.260,2.930,37.598,43.945,11.230,-8.789
1735828359.264,-2.441,28.809,39.062,0.977,-66.895
1735828359.268,16.602,31.250,41.016,48.340,65.918
1735828359.272,35.156,36.621,47.852,77.148,121.582
1735828359.276,24.414,39.551,46.387,38.574,-3.418
1735828359.280,9.766,50.293,45.410,-7.324,-93.750
1735828359.284,16.113,49.316,42.480,26.855,26.855
1735828359.288,19.531,41.992,34.668,58.594,162.598
1735828359.291,12.695,40.039,31.250,21.484,66.895
1735828359.295,4.883,43.945,34.668,-12.207,-123.535
1735828359.299,9.277,40.039,32.715,12.207,-42.969
1735828359.303,23.438,36.621,28.320,63.965,164.551
1735828359.307,29.785,40.527,35.156,55.664,127.930
1735828359.311,21.484,41.016,44.434,-0.488,-46.875
1735828359.315,12.207,38.086,47.852,0.977,-59.570
1735828359.319,20.996,33.691,37.598,52.246,90.820
1735828359.323,33.691,38.574,38.574,63.477,137.207
1735828359.327,33.203,49.805,47.363,19.043,-40.527
1735828359.331,21.973,44.922,39.062,-4.883,-127.930
1735828359.334,29.297,34.668,30.273,35.645,40.039
1735828359.338,41.016,37.598,34.668,72.266,148.438
1735828359.342,32.715,44.922,41.504,41.016,40.039
1735828359.346,19.043,42.969,40.039,0.488,-84.473
1735828359.350,32.227,41.504,39.551,38.086,11.719
1735828359.354,43.945,39.062,43.457,83.008,165.527
1735828359.358,28.320,32.715,44.922,50.293,101.074
1735828359.362,21.484,46.387,50.293,8.301,-89.844
1735828359.366,18.066,41.992,41.992,18.555,-75.195
1735828359.370,26.367,29.785,25.879,59.082,101.562
1735828359.373,36.133,41.992,33.691,56.152,100.098
1735828359.377,16.113,44.922,44.434,15.137,-44.434
1735828359.381,13.184,41.016,42.969,12.695,-62.012
1735828359.385,28.320,39.062,39.551,54.688,72.266
