timestamps,TP9,AF7,AF8,TP10,Right AUX
1735836597.884,39.062,49.805,38.574,50.781,42.969
1735836597.888,45.410,38.574,35.645,67.871,40.039
1735836597.891,33.203,36.621,39.551,37.598,31.250
1735836597.895,28.320,42.480,34.668,16.602,16.602
1735836597.899,34.180,35.156,20.508,43.945,47.852
1735836597.903,42.969,26.855,24.902,73.730,74.219
1735836597.907,53.223,39.062,43.457,62.012,26.855
1735836597.911,20.996,44.434,35.156,21.973,14.648
1735836597.915,28.809,38.086,27.344,39.062,27.344
1735836597.919,32.227,41.504,36.621,74.707,7.812
1735836597.923,-2.441,40.039,32.227,51.758,15.625
1735836597.927,12.695,41.992,30.273,2.441,13.184
1735836597.931,32.715,41.992,35.156,-7.324,17.578
1735836597.934,43.945,41.504,43.457,51.758,27.344
1735836597.938,31.738,40.039,48.828,69.336,25.391
1735836597.942,28.320,33.203,38.574,35.156,20.020
1735836597.946,41.504,37.598,28.320,29.297,30.273
1735836597.950,41.016,47.852,25.879,71.777,43.457
1735836597.954,54.199,59.570,37.598,94.727,8.789
1735836597.958,52.246,59.570,41.504,47.852,-5.371
1735836597.962,33.691,46.875,24.414,8.789,31.738
1735836597.966,26.367,40.527,29.297,17.090,42.969
1735836597.970,29.297,42.480,50.293,45.410,32.715
1735836597.973,38.086,53.711,49.805,77.637,8.789
1735836597.977,34.668,53.711,44.434,36.133,-0.488
1735836597.981,43.457,41.992,35.645,20.508,35.156
1735836597.985,36.133,40.527,31.738,66.895,64.941
1735836597.989,29.297,56.152,42.480,60.547,45.898
1735836597.993,86.426,54.688,43.945,38.086,23.438
1735836597.997,76.660,49.805,44.922,39.062,25.879
1735836598.001,3.906,48.340,39.062,100.586,52.734
1735836598.005,5.371,45.898,36.133,77.637,54.688
1735836598.009,34.668,55.176,52.734,13.184,14.160
1735836598.013,47.363,62.500,54.688,6.836,-0.488
1735836598.016,29.785,49.316,26.367,25.391,25.391
1735836598.020,41.992,49.316,26.367,78.125,40.527
1735836598.024,66.895,49.805,39.062,55.176,28.809
1735836598.028,66.895,53.223,49.316,-6.348,24.414
1735836598.032,50.293,48.828,31.250,28.320,41.016
1735836598.036,41.016,35.156,19.043,82.031,61.523
1735836598.040,29.297,43.945,47.852,89.844,39.551
1735836598.044,23.926,46.387,48.340,40.527,25.391
1735836598.048,31.250,45.898,50.781,8.789,16.602
1735836598.052,11.719,39.062,50.293,52.246,-2.930
1735836598.055,-2.441,32.227,29.785,49.316,24.902
1735836598.059,27.832,41.504,34.180,25.879,34.668
1735836598.063,45.898,34.668,40.039,25.879,59.082
1735836598.067,34.668,36.133,39.551,59.570,66.406
1735836598.071,36.133,44.922,32.715,76.172,33.203
1735836598.075,39.551,43.457,31.250,39.062,35.156
1735836598.079,28.320,43.945,34.180,15.137,47.852
1735836598.083,44.434,42.969,30.273,40.039,58.594
1735836598.087,20.996,41.016,37.109,68.359,36.133
1735836598.091,11.230,45.410,49.805,65.430,23.926
1735836598.095,38.574,49.316,44.434,16.602,21.973
1735836598.098,23.438,35.645,30.762,9.766,46.875
1735836598.102,34.668,36.133,39.062,57.617,62.012
1735836598.106,61.523,54.688,47.363,49.316,18.066
1735836598.110,31.738,40.527,26.855,25.391,19.043
1735836598.114,18.066,39.551,30.273,20.996,42.480
1735836598.118,38.574,42.969,34.668,54.199,66.895
1735836598.122,56.641,46.875,36.621,42.480,39.551
1735836598.126,59.570,43.945,42.480,4.395,-1.953
1735836598.130,32.227,36.621,38.086,5.859,29.297
1735836598.134,0.488,41.504,38.574,49.316,37.109
1735836598.138,20.996,45.410,33.691,98.633,23.438
1735836598.141,49.805,47.852,32.715,51.270,0.977
1735836598.145,28.809,37.109,28.809,-8.301,14.160
1735836598.149,20.020,27.832,22.461,26.367,59.570
1735836598.153,17.090,35.645,31.738,96.191,60.059
1735836598.157,23.438,44.434,42.969,84.473,43.945
1735836598.161,47.852,53.711,54.199,2.930,21.484
1735836598.165,41.992,48.340,40.039,0.977,29.785
1735836598.169,62.500,40.527,23.438,73.730,46.387
1735836598.173,70.801,44.922,34.180,81.055,0.000
1735836598.177,32.227,38.574,43.945,47.852,9.766
1735836598.180,19.531,28.809,39.551,25.879,44.922
1735836598.184,22.949,28.809,30.762,55.664,29.785
1735836598.188,28.809,33.691,30.273,74.219,37.598
