timestamps,TP9,AF7,AF8,TP10,Right AUX
1738883906.514,-36.133,-11.230,-35.156,-23.438,0.000
1738883906.518,-40.039,-18.066,-29.785,9.277,0.000
1738883906.522,-31.250,-18.555,-25.391,16.113,0.000
1738883906.526,-34.180,-10.742,-32.227,-3.906,0.000
1738883906.530,-37.109,-11.719,-37.598,-14.160,0.000
1738883906.533,-35.645,-15.625,-38.086,6.348,0.000
1738883906.537,-45.410,-17.090,-34.668,17.090,0.000
1738883906.541,-42.480,-17.090,-36.621,7.324,0.000
1738883906.545,-39.062,-24.902,-33.691,-6.836,0.000
1738883906.549,-27.344,-24.902,-26.367,-26.367,0.000
1738883906.553,-17.578,-20.020,-29.785,-8.301,0.000
1738883906.557,-33.203,-21.484,-34.668,21.484,0.000
1738883906.561,-36.133,-22.949,-31.738,20.508,0.000
1738883906.565,-22.949,-21.973,-29.297,6.836,0.000
1738883906.569,-17.578,-18.066,-32.715,27.344,0.000
1738883906.573,-25.879,-31.738,-36.621,37.109,0.000
1738883906.576,-16.602,-30.762,-29.297,17.090,0.000
1738883906.580,-13.184,-9.277,-23.438,-32.227,0.000
1738883906.584,5.859,-2.441,-26.367,27.832,0.000
1738883906.588,11.719,-10.742,-15.625,88.379,0.000
1738883906.592,-1.953,-16.113,-18.555,64.453,0.000
1738883906.596,2.441,-17.578,-28.320,55.664,0.000
1738883906.600,0.488,-17.578,-26.367,58.594,0.000
1738883906.604,-2.930,-20.508,-21.973,67.871,0.000
1738883906.608,-9.766,-26.367,-18.555,72.266,0.000
1738883906.612,-31.738,-35.645,-37.598,-27.832,0.000
1738883906.616,-53.223,-30.762,-58.105,-110.840,0.000
1738883906.619,-45.410,-26.367,-33.691,-14.160,0.000
1738883906.623,-10.254,-15.137,-41.016,28.320,0.000
1738883906.627,14.160,-6.348,-41.992,113.281,0.000
1738883906.631,16.113,-8.301,-22.949,112.305,0.000
1738883906.635,6.836,-14.648,-9.766,102.051,0.000
1738883906.639,0.000,-21.973,-10.742,76.172,0.000
1738883906.643,-57.129,-12.695,-46.387,-145.996,0.000
1738883906.647,-115.234,-37.109,-27.832,-144.531,0.000
1738883906.651,-52.246,-42.969,-2.441,-41.504,0.000
1738883906.655,-87.402,18.555,12.207,140.137,0.000
1738883906.658,-145.020,9.277,16.113,116.211,0.000
1738883906.662,23.926,-21.484,7.812,151.367,0.000
1738883906.666,-18.066,-8.789,1.953,142.578,0.000
1738883906.670,-66.895,-2.441,-18.555,13.184,0.000
1738883906.674,40.527,6.348,17.090,173.340,0.000
1738883906.678,44.434,5.371,45.898,133.301,0.000
1738883906.682,38.574,6.348,29.297,195.312,0.000
1738883906.686,-39.062,11.230,29.785,266.113,0.000
1738883906.690,-241.211,-54.688,55.176,-41.504,0.000
1738883906.694,-223.145,-29.785,33.203,-154.785,0.000
1738883906.698,-103.027,22.949,84.473,254.395,0.000
1738883906.701,-170.410,-30.762,70.312,63.477,0.000
1738883906.705,-9.277,62.988,8.789,-49.316,0.000
1738883906.709,-108.398,80.566,73.242,140.625,0.000
1738883906.713,-6.836,24.902,84.473,335.938,0.000
1738883906.717,114.258,78.613,69.824,461.426,0.000
1738883906.721,-224.121,86.914,63.477,154.785,0.000
1738883906.725,-118.164,22.461,83.496,131.348,0.000
1738883906.729,-75.684,-24.902,84.473,89.844,0.000
1738883906.733,-323.730,28.320,27.344,-41.992,0.000
1738883906.737,-223.633,125.977,17.090,372.559,0.000
1738883906.741,-67.383,-17.578,73.242,398.926,0.000
1738883906.744,-92.285,-94.238,64.941,192.871,0.000
1738883906.748,-51.758,-16.113,58.594,358.887,0.000
1738883906.752,-114.746,-2.441,79.102,314.941,0.000
1738883906.756,53.711,57.617,34.180,132.324,0.000
1738883906.760,-27.344,62.012,0.000,398.438,0.000
1738883906.764,44.922,22.461,31.738,479.980,0.000
1738883906.768,-106.934,36.621,36.133,118.652,0.000
1738883906.772,-94.238,81.055,16.113,332.031,0.000
1738883906.776,132.324,-38.086,45.898,435.547,0.000
1738883906.780,86.914,-93.750,59.082,183.594,0.000
1738883906.783,-2.930,-7.324,36.621,53.223,0.000
1738883906.787,42.969,29.297,6.348,93.262,0.000
1738883906.791,101.074,23.438,5.859,299.316,0.000
1738883906.795,-39.551,25.391,-9.766,356.934,0.000
1738883906.799,-86.426,-5.859,21.484,91.797,0.000
1738883906.803,-185.547,-123.535,49.316,-117.676,0.000
1738883906.807,-99.609,-64.453,31.738,175.781,0.000
1738883906.811,-222.656,23.438,-2.930,72.266,0.000
1738883906.815,-217.773,30.762,52.734,-159.180,0.000
1738883906.819,86.426,-24.414,21.484,65.918,0.000
1738883906.823,92.285,11.230,-22.461,316.895,0.000
1738883906.826,-130.859,-10.254,47.852,140.137,0.000
1738883906.830,19.043,-55.664,40.039,133.301,0.000
1738883906.834,143.066,-4.883,5.371,201.172,0.000
1738883906.838,-197.266,18.555,-4.395,-88.867,0.000
1738883906.842,-56.152,-2.930,29.785,65.918,0.000
1738883906.846,150.391,-47.363,42.969,272.461,0.000
1738883906.850,-91.309,-31.738,35.156,-115.723,0.000
1738883906.854,-340.820,-10.742,32.227,-321.777,0.000
1738883906.858,-24.902,-5.371,20.020,183.594,0.000
1738883906.862,66.406,-12.207,29.785,375.977,0.000
1738883906.865,-119.629,-64.941,15.137,-73.242,0.000
